0,07/05/19,Hazel
1,7040400103,VINEGAR,1,3.89,NULL,3.89,3
1,4525511880,POTATOES 24 OZ,1,3.99,NULL,3.99,11
1,7695569120,PAPER PLATES,1,3.99,NULL,3.99,8
1,78870962815,MIXED NUTS,1,3.99,NULL,3.99,12
1,70882040214,DAIRY CREAMER,1,4.39,NULL,4.39,5
1,79452221012,TAZO TEA,1,4.49,NULL,4.49,1
1,7072301375,VIENNA FRANKS,1,5.49,NULL,5.49,9
3,3700076229,PAPER TOWEL,2,12.58,NULL,6.29,8
1,1370001668,TRASH BAGS,1,7.59,NULL,7.59,8
2,*4640,ROMAINE,1,1.32,1.59,1.32,11
5,*3600049959,FACIAL TISSUE,3,3.75,4.98,1.25,8
2,*7641090137,SNACK CRACKERS,1,2.49,2.79,2.49,1
2,*4720015428,BUTTER,1,2.99,3.49,2.99,5
5,*7756700154,POPSICLES,2,6.00,7.78,3.00,7
2,*7800018016,VERNORS,1,3.99,4.99,3.99,1
6,*2100005495,SHREDDED CHEES,1,2.00,3.19,2/4.00,5
6,*2740000024,COUNTRY CROCK,1,2.00,2.49,2/4.00,5
6,*67170400001,STRAWBERRIES,1,2.00,3.99,2/4.00,11
2,*5000030302,COFFEE CREAMER,1,4.49,5.99,4.49,5
6,*2068500268,POTATO CHIPS,1,2.50,3.79,2/5.00,12
6,*4120010483,POPCORN,2,5.00,5.98,2/5.00,12
6,*7147900001,ENGLISH MUFFIN,2,5.00,5.98,2/5.00,2
6,*78735917508,SALAD TPPING,1,1.25,2.29,4/5.00,6
6,*78735917976,FG BEET BALSAM,1,1.25,2.99,4/5.00,6
6,*2570000350,STORAGE BAGS,1,3.00,3.56,2/6.00,8
6,*7778200221,SAUSAGE LINKS,1,3.00,3.89,2/6.00,9
6,*76163520160,RASPBERRIES,1,3.00,3.99,2/6.00,11
6,*80276308593,PRUNES,1,3.00,3.49,2/6.00,11
2,*2550020421,FOLGERS COFFEE,1,6.99,7.49,6.99,1
7,25.27,7.09,191.04
0,08/16/19,Hazel
